0	60.821423
1	56.298454
2	89.027054
3	75.966812
4	80.296761
5	55.056725
6	77.329414
7	73.047188
8	56.291386
9	68.300049
10	58.306000
11	61.875988
12	45.593697
13	53.124081
14	42.032471
15	43.863945
16	65.237068
17	72.952141
18	55.123169
19	78.452377
20	69.419746
21	72.900742
22	65.777130
23	54.995213
24	60.036652
25	178.291992
26	172.484634
27	170.047714
28	-176.817123
29	171.497559
30	-169.315201
31	174.525070
32	-173.162811
33	175.801651
34	-165.487778
35	-173.828033
36	167.666779
37	166.975281
38	170.791779
39	-175.577560
40	164.885391
41	-179.986374
42	171.336517
43	-177.348099
44	-160.154160
45	-171.785568
46	-158.108383
47	174.911285
48	-178.137253
49	175.553558
50	176.633987
51	-152.054398
52	-173.909241
53	-170.169098
54	-150.394531
55	-158.448730
56	-149.531387
57	-172.287079
58	178.862244
59	-177.070114
60	177.858795
61	169.638321
62	178.929062
63	175.916199
64	162.618698
65	166.785873
66	-179.959686
67	177.940216
68	170.723373
69	175.894424
70	171.240875
71	173.869736
72	178.965393
73	-178.476501
74	-179.998322
75	179.690140
76	171.425598
77	-178.670563
78	-175.799850
79	-169.315491
80	-177.874481
81	179.959030
82	-169.130325
83	-179.008499
84	165.140778
85	-178.688583
86	174.628784
87	176.906158
88	171.440262
89	160.862366
90	175.474030
91	177.976807
92	172.414139
93	-175.028229
94	169.811890
95	177.845490
96	179.581223
97	-169.321365
98	-175.184692
99	173.517700
100	174.229355
101	162.873672
102	171.890305
103	170.730042
104	-173.917816
105	-174.804794
106	-164.904022
107	161.411819
108	-172.140762
109	-162.705307
110	-164.157318
111	177.626785
112	-178.631378
113	-178.362305
114	161.509140
115	173.163177
116	172.478821
117	-168.961441
118	167.359436
119	-177.301407
120	173.946854
121	-175.011536
122	178.997131
123	172.673630
124	169.185074
125	-177.221390
126	-179.668961
127	169.310883
128	171.468246
129	166.654449
130	174.607742
131	165.959106
132	-176.878769
133	-177.910477
134	-168.266647
135	-173.468140
136	179.819016
137	167.077698
138	172.576721
139	-167.387238
140	-171.947632
141	-172.428833
142	-174.760040
143	-173.328537
144	-169.106369
145	169.584930
146	178.557953
147	179.494370
148	-178.237106
149	172.317764
150	178.658264
151	166.807526
152	-176.480835
153	169.478241
154	-169.033844
155	-174.294159
156	177.478882
157	-173.601837
158	-163.271240
159	-173.534592
160	174.597870
161	-173.392609
162	-179.091537
163	-174.330399
164	173.617111
165	178.965652
166	166.889526
167	-175.187164
168	-172.903320
169	174.685242
170	169.699066
171	-169.563797
172	168.482468
173	161.038422
174	171.503845
175	164.581940
176	176.562225
177	172.762909
178	166.641830
179	171.412888
180	171.963837
181	173.346497
182	166.764465
183	173.718811
184	170.252121
185	164.321991
186	173.633804
187	167.727936
188	165.256195
189	151.353043
190	177.986603
191	168.641434
192	168.589111
193	-176.852112
194	173.392792
195	177.701492
196	169.331268
197	-165.347565
198	175.092072
