-29.2923755646 -179.989044189 0
-29.2923755646 -177.978218974 0
-29.2923755646 -175.967393758 0
-29.2923755646 -173.956568542 0
-29.2923755646 -171.945743326 0
-29.2923755646 -169.934918111 0
-29.2923755646 -167.924092895 0
-29.2923755646 -165.913267679 0
-29.2923755646 -163.902442463 0
-29.2923755646 -161.891617248 0
-29.2923755646 -159.880792032 0
-29.2923755646 -157.869966816 0
-29.2923755646 -155.8591416 0
-29.2923755646 -153.848316384 0
-29.2923755646 -151.837491169 0
-29.2923755646 -149.826665953 0
-29.2923755646 -147.815840737 0
-29.2923755646 -145.805015521 0
-29.2923755646 -143.794190306 0
-29.2923755646 -141.78336509 0
-29.2923755646 -139.772539874 0
-29.2923755646 -137.761714658 0
-29.2923755646 -135.750889442 0
-29.2923755646 -133.740064227 0
-29.2923755646 -131.729239011 0
-29.2923755646 -129.718413795 0
-29.2923755646 -127.707588579 0
-29.2923755646 -125.696763364 0
-29.2923755646 -123.685938148 0
-29.2923755646 -121.675112932 0
-29.2923755646 -119.664287716 0
-29.2923755646 -117.653462501 0
-29.2923755646 -115.642637285 0
-29.2923755646 -113.631812069 0
-29.2923755646 -111.620986853 0
-29.2923755646 -109.610161637 0
-29.2923755646 -107.599336422 0
-29.2923755646 -105.588511206 0
-29.2923755646 -103.57768599 0
-29.2923755646 -101.566860774 0
-29.2923755646 -99.5560355586 0
-29.2923755646 -97.5452103428 0
-29.2923755646 -95.5343851271 0
-29.2923755646 -93.5235599113 0
-29.2923755646 -91.5127346955 0
-29.2923755646 -89.5019094797 0
-29.2923755646 -87.491084264 0
-29.2923755646 -85.4802590482 0
-29.2923755646 -83.4694338324 0
-29.2923755646 -81.4586086167 0
-29.2923755646 -79.4477834009 0
-29.2923755646 -77.4369581851 0
-29.2923755646 -75.4261329694 0
-29.2923755646 -73.4153077536 0
-29.2923755646 -71.4044825378 0
-29.2923755646 -69.393657322 0
-29.2923755646 -67.3828321063 0
-29.2923755646 -65.3720068905 0
-29.2923755646 -63.3611816747 0
-29.2923755646 -61.350356459 0
-29.2923755646 -59.3395312432 0
-29.2923755646 -57.3287060274 0
-29.2923755646 -55.3178808116 0
-29.2923755646 -53.3070555959 0
-29.2923755646 -51.2962303801 0
-29.2923755646 -49.2854051643 0
