-10.6677808762 -179.996139526 0
-10.6677808762 -177.985491449 0
-10.6677808762 -175.974843372 0
-10.6677808762 -173.964195294 0
-10.6677808762 -171.953547217 0
-10.6677808762 -169.942899139 0
-10.6677808762 -167.932251062 0
-10.6677808762 -165.921602984 0
-10.6677808762 -163.910954907 0
-10.6677808762 -161.90030683 0
-10.6677808762 -159.889658752 0
-10.6677808762 -157.879010675 0
-10.6677808762 -155.868362597 0
-10.6677808762 -153.85771452 0
-10.6677808762 -151.847066442 0
-10.6677808762 -149.836418365 0
-10.6677808762 -147.825770288 0
-10.6677808762 -145.81512221 0
-10.6677808762 -143.804474133 0
-10.6677808762 -141.793826055 0
-10.6677808762 -139.783177978 0
-10.6677808762 -137.7725299 0
-10.6677808762 -135.761881823 0
-10.6677808762 -133.751233746 0
-10.6677808762 -131.740585668 0
-10.6677808762 -129.729937591 0
-10.6677808762 -127.719289513 0
-10.6677808762 -125.708641436 0
-10.6677808762 -123.697993358 0
-10.6677808762 -121.687345281 0
-10.6677808762 -119.676697204 0
-10.6677808762 -117.666049126 0
-10.6677808762 -115.655401049 0
-10.6677808762 -113.644752971 0
-10.6677808762 -111.634104894 0
-10.6677808762 -109.623456816 0
-10.6677808762 -107.612808739 0
-10.6677808762 -105.602160662 0
-10.6677808762 -103.591512584 0
-10.6677808762 -101.580864507 0
-10.6677808762 -99.5702164293 0
-10.6677808762 -97.5595683519 0
-10.6677808762 -95.5489202744 0
-10.6677808762 -93.538272197 0
-10.6677808762 -91.5276241196 0
-10.6677808762 -89.5169760422 0
-10.6677808762 -87.5063279647 0
-10.6677808762 -85.4956798873 0
-10.6677808762 -83.4850318099 1
-10.6677808762 -81.4743837325 0
-10.6677808762 -79.463735655 0
-10.6677808762 -77.4530875776 0
-10.6677808762 -75.4424395002 0
-10.6677808762 -73.4317914228 0
-10.6677808762 -71.4211433453 0
-10.6677808762 -69.4104952679 0
-10.6677808762 -67.3998471905 0
-10.6677808762 -65.389199113 0
-10.6677808762 -63.3785510356 0
-10.6677808762 -61.3679029582 0
-10.6677808762 -59.3572548808 0
-10.6677808762 -57.3466068033 0
-10.6677808762 -55.3359587259 0
-10.6677808762 -53.3253106485 0
-10.6677808762 -51.3146625711 0
-10.6677808762 -49.3040144936 0
-10.6677808762 -47.2933664162 0
-10.6677808762 -45.2827183388 0
-10.6677808762 -43.2720702614 0
-10.6677808762 -41.2614221839 0
-10.6677808762 -39.2507741065 0
-10.6677808762 -37.2401260291 0
-10.6677808762 -35.2294779516 0
-10.6677808762 -33.2188298742 0
-10.6677808762 -31.2081817968 0
-10.6677808762 -29.1975337194 0
-10.6677808762 -27.1868856419 0
-10.6677808762 -25.1762375645 0
-10.6677808762 -23.1655894871 0
-10.6677808762 -21.1549414097 0
-10.6677808762 -19.1442933322 0
-10.6677808762 -17.1336452548 0
-10.6677808762 -15.1229971774 0
-10.6677808762 -13.1123491 0
-10.6677808762 -11.1017010225 0
-10.6677808762 -9.0910529451 0
-10.6677808762 -7.08040486767 0
-10.6677808762 -5.06975679025 0
-10.6677808762 -3.05910871282 0
-10.6677808762 -1.04846063539 0
-10.6677808762 0.962187442034 0
-10.6677808762 2.97283551946 0
-10.6677808762 4.98348359689 0
-10.6677808762 6.99413167431 0
-10.6677808762 9.00477975174 0
-10.6677808762 11.0154278292 0
-10.6677808762 13.0260759066 0
-10.6677808762 15.036723984 0
-10.6677808762 17.0473720614 0
-10.6677808762 19.0580201389 0
-10.6677808762 21.0686682163 0
-10.6677808762 23.0793162937 0
-10.6677808762 25.0899643712 0
-10.6677808762 27.1006124486 0
-10.6677808762 29.111260526 0
-10.6677808762 31.1219086034 0
-10.6677808762 33.1325566809 0
-10.6677808762 35.1432047583 0
-10.6677808762 37.1538528357 0
-10.6677808762 39.1645009131 0
-10.6677808762 41.1751489906 0
-10.6677808762 43.185797068 0
-10.6677808762 45.1964451454 0
-10.6677808762 47.2070932228 0
-10.6677808762 49.2177413003 0
-10.6677808762 51.2283893777 0
-10.6677808762 53.2390374551 0
-10.6677808762 55.2496855326 0
-10.6677808762 57.26033361 0
-10.6677808762 59.2709816874 0
-10.6677808762 61.2816297648 0
-10.6677808762 63.2922778423 0
-10.6677808762 65.3029259197 0
-10.6677808762 67.3135739971 0
-10.6677808762 69.3242220745 0
-10.6677808762 71.334870152 0
-10.6677808762 73.3455182294 0
-10.6677808762 75.3561663068 0
-10.6677808762 77.3668143842 0
-10.6677808762 79.3774624617 0
-10.6677808762 81.3881105391 0
-10.6677808762 83.3987586165 0
-10.6677808762 85.409406694 0
-10.6677808762 87.4200547714 0
-10.6677808762 89.4307028488 0
-10.6677808762 91.4413509262 0
-10.6677808762 93.4519990037 0
