  -5.4868332099999861384276301e-12   -1.3603501679701300191379530e-12    5.6529542058869641058049805e-12
  -3.9965546362678342173432631e-12   -2.0106664910329576025460578e-12    4.4738382513046561296241102e-12
  -5.4660125250061177542489786e-12   -2.8522843624962954092390008e-13    5.4734493862982934906847699e-12
  -9.5160381603684239056403444e-12   -3.2143525103036645859860510e-12    1.0044254294375642169785551e-11
   3.3703505475689182971193007e-12   -4.1341311706412055141343306e-12    5.3338825774069426667764136e-12
  -7.0169042982954048352443454e-12    3.2873758731959485083297295e-13    7.0246006529021447496926937e-12
   3.1920517152182772896878743e-12    3.6343725733605162140229305e-12    4.8371332578938821940297122e-12
  -1.2202575724821586029782789e-11    3.8908756140039204567234596e-12    1.2807879112626549384888168e-11
  -8.8302402464885196800063236e-12   -1.4612396786026656737002520e-13    8.8314492029727981022980479e-12
  -8.3176196225626510543719947e-12   -9.1534218924780183414364506e-14    8.3181232678335220201895966e-12
   9.9999999999999920783366747e+03   -1.0678324935687614499563755e-11    9.9999999999999909050529823e+03
  -2.9652390789686646026218472e-12   -6.6074337761136643582809622e-13    3.0379638915728098762054325e-12
  -3.7565147366602670510616108e-12   -4.3145863727458146437925333e-13    3.7812113829333311159562457e-12
  -7.8815187128661483095400991e-12   -3.6450972484391499861763589e-13    7.8899432545972752280165475e-12
  -7.2863501738175775688775873e-12    6.0207892732528873789258041e-13    7.3111830704900696450498446e-12
  -9.9689096927762796509093170e-12   -2.5097456633613429389313541e-12    1.0279979754721792750448443e-11
  -6.4480071987118218302358450e-12   -8.1743074949111704430119848e-12    1.0411344766935749436845154e-11
   4.6499237021062114623406204e-12   -2.5527069589998735412983590e-12    5.3045361016714283922540444e-12
   2.6289613897363665318838866e-12    1.3010214427146115496611344e-11    1.3273172847101988179663719e-11
  -2.5966062552353769617945467e-11    2.2271516912819736255844827e-11    3.4209017379497532526460335e-11
   1.9999999999999980976994607e+04   -3.9887339119004214443296624e-11    1.9999999999999981810105965e+04
   2.2677820321106815543446292e-13    1.7705443140333007994354192e-12    1.7850085493933333547157720e-12
  -7.5681284786842173362752687e-12    3.5613002872682848606995667e-12    8.3641752974198400204728025e-12
  -1.0622211823625739516017026e-11   -6.4269531798847804018769550e-13    1.0641637153076531733277500e-11
  -7.3364372967753765324915751e-12   -2.0612473754153955959333699e-12    7.6205021456708251786329806e-12
  -1.0546237689001440812789602e-11    4.9121298838721416493076175e-12    1.1634094265947143325397911e-11
  -1.7846500928214802350382020e-11    3.4093484738254802978242681e-12    1.8169239180459590521389141e-11
  -1.9179744692098218805767814e-11   -3.9199238107529519118944745e-13    1.9183750010904823919579116e-11
  -2.5104281569092732931677900e-11    2.0866248660922860620376144e-12    2.5190850649235404621062118e-11
  -4.4573552690133689812436505e-11    2.1018070795619631889655079e-12    4.4623079145435726072860444e-11
   2.9999999999999991899812812e+04   -1.1059042848968821334722242e-10    2.9999999999999992724042386e+04
   2.4530895284004812262269495e-11    3.6601470965743431531992662e-12    2.4802449479907646923804130e-11
   3.2745785830824354087231713e-12    2.8320578159921231715206519e-12    4.3293667400561305615737146e-12
