   1.5000000000000000000000000e+01    0.0000000000000000000000000e+00    1.5000000000000000000000000e+01
   1.4995558965368054771261086e+01    3.4553472004248009241678119e-01    1.4999539423815155814168065e+01
   1.4982239309257611381553943e+01    6.9082664914547620149676277e-01    1.4998157759506117514547441e+01
   1.4960051372046768491941293e+01    1.0356331972056533885506724e+00    1.4995855199802138102427307e+01
   1.4929012377774766306970378e+01    1.3797121756130557024278005e+00    1.4992632065894470727585031e+01
   1.4889146419265115284247258e+01    1.7228219975506693373290545e+00    1.4988488807400154101401313e+01
   1.4840484437316941779272383e+01    2.0647218777578961734775476e+00    1.4983426002311302838165830e+01
   1.4783064193983548761934799e+01    2.4051720315800158012109478e+00    1.4977444356929963120705906e+01
   1.4716930239962502824369039e+01    2.7439338731263727133580232e+00    1.4970544705788533690338227e+01
   1.4642133876127008562662013e+01    3.0807702123608606825655443e+00    1.4962728011555784135566682e+01
   1.4558733109233585878428130e+01    3.4154454509492522262803504e+00    1.4953995364928537981086265e+01
   1.4466792601846414356714376e+01    3.7477257766890836876427784e+00    1.4944347984508990379026727e+01
   1.4366383616524004196435271e+01    4.0773793563491196323411714e+00    1.4933787216667822050908399e+01
   1.4257583954318967300878285e+01    4.4041765267468875322265376e+00    1.4922314535393025991538707e+01
   1.4140477887647000088122695e+01    4.7278899838944177247412881e+00    1.4909931542124629899603860e+01
   1.4015156087586131405942069e+01    5.0482949700440968854309176e+00    1.4896639965575294795030459e+01
   1.3881715545672523859366265e+01    5.3651694584685198918805327e+00    1.4882441661536914168095791e+01
   1.3740259490263971642320939e+01    5.6782943358102766495676406e+00    1.4867338612673224318427856e+01
   1.3590897297547316568966380e+01    5.9874535818399188258354116e+00    1.4851332928298612401363243e+01
   1.3433744397270727333193463e+01    6.2924344464626997819323151e+00    1.4834426844143086654526087e+01
   1.3268922173286686216897579e+01    6.5930276238172744740495546e+00    1.4816622722103600651166744e+01
   1.3096557858996192180711660e+01    6.8890274233121919778000120e+00    1.4797923049981790200035903e+01
   1.2916784427789288258736633e+01    7.1802319374489069758737969e+00    1.4778330441208206380565571e+01
   1.2729740478581616613951155e+01    7.4664432062829586556063077e+00    1.4757847634553225901754558e+01
   1.2535570116551081554234770e+01    7.7474673783780954039457356e+00    1.4736477493824677864608930e+01
   1.2334422829183075975834072e+01    8.0231148681113957366051181e+00    1.4714223007552345023896123e+01
   1.2126453357737002392013892e+01    8.2932005091907790017558000e+00    1.4691087288659517184896686e+01
   1.1911821564250841376519929e+01    8.5575437042498023743064550e+00    1.4667073574121621604149368e+01
   1.1690692294204700019122356e+01    8.8159685703883159391125446e+00    1.4642185224612198624072334e+01
   1.1463235234968051301507330e+01    9.0683040805312238319402240e+00    1.4616425724136263397667790e+01
   1.1229624770159249536050083e+01    9.3143842004815606827605734e+00    1.4589798679651295287840185e+01
   1.0990039830049559199665055e+01    9.5540480215479597347894014e+00    1.4562307820675959746381523e+01
   1.0744663738147472997752629e+01    9.7871398886307847675425364e+00    1.4533956998886745637378226e+01
   1.0493684054102544678244158e+01    1.0013509523655347521753356e+01    1.4504750187702729391503453e+01
   1.0237292413071218177833543e+01    1.0233012144244913343982262e+01    1.4474691481858581454389423e+01
   9.9756843616903516647198558e+00    1.0445508577530613791850556e+01    1.4443785096966067271750944e+01
   9.7090591908070908999661697e+00    1.0650865368999921756199001e+01    1.4412035369064200907018858e+01
   9.4376197651166826574353763e+00    1.0848954886289819299349801e+01    1.4379446754158269783374635e+01
   9.1615723498625349918711436e+00    1.1039655417835561479478201e+01    1.4346023827747945489363701e+01
   8.8811264347554406128892879e+00    1.1222851266290609473230688e+01    1.4311771284344667165555620e+01
   8.5964945552713167842284747e+00    1.1398432836638178855537262e+01    1.4276693936978576360274928e+01
   8.3078921114891528532098164e+00    1.1566296718919709007877827e+01    1.4240796716695189871870753e+01
   8.0155371846329313001433547e+00    1.1726345765510533425413087e+01    1.4204084672042053938412209e+01
   7.7196503514834038384151427e+00    1.1878489162878077323171055e+01    1.4166562968545678202758609e+01
   7.4204544968272960758781664e+00    1.2022642497762937807692651e+01    1.4128236888178932417758915e+01
   7.1181746241133749819596233e+00    1.2158727817728369302585634e+01    1.4089111828819206095886329e+01
   6.8130376644861643242734317e+00    1.2286673686028917629187163e+01    1.4049193303697636636684365e+01
   6.5052722843696049181971830e+00    1.2406415230754081591157956e+01    1.4008486940839620871201987e+01
   6.1951086917740720849678837e+00    1.2517894188208209982349217e+01    1.3966998482496929767648908e+01
   5.8827784415012498442365541e+00    1.2621058940493137257021772e+01    1.3924733784571740713431609e+01
   5.5685142394222584272256427e+00    1.2715864547265349315807725e+01    1.3881698816032864485237042e+01
   5.2525497460050836195932789e+00    1.2802272771644860327455717e+01    1.3837899658324504414963485e+01
   4.9351193792679994842842461e+00    1.2880252100258310576919030e+01    1.3793342504767840850377070e+01
   4.6164581173359984234139120e+00    1.2949777757404213218705991e+01    1.3748033659955824603571273e+01
   4.2968013007774965572593828e+00    1.3010831713333626424855538e+01    1.3701979539141460051610011e+01
   3.9763844348986641108467666e+00    1.3063402686644943528904150e+01    1.3655186667619988227784233e+01
   3.6554429921725564156531618e+00    1.3107486140796897444715796e+01    1.3607661680105300305854144e+01
   3.3342122149800572650235608e+00    1.3143084274749181616925853e+01    1.3559411320100936748644926e+01
   3.0129269188390943590150073e+00    1.3170206007745576926026843e+01    1.3510442439266114433848998e+01
   2.6918212962980900826437392e+00    1.3188866958259708894729556e+01    1.3460761996777099724909021e+01
   2.3711287216688092804872667e+00    1.3199089417128968548809098e+01    1.3410377058684392892473625e+01
   2.0510815567728046815432208e+00    1.3200902314907400736387899e+01    1.3359294797266100474075756e+01
   1.7319109578746576527663592e+00    1.3194341183473630607636551e+01    1.3307522490377937884886705e+01
   1.4138466839739016744914579e+00    1.3179448111935123222338007e+01    1.3255067520800272617975679e+01
   1.0971169066261303726150800e+00    1.3156271696875307952723233e+01    1.3201937375582691203135255e+01
   7.8194802146224562378051814e-01    1.3124866986995204598542841e+01    1.3148139645386541118909918e+01
   4.6856446157304709743129933e-01    1.3085295422206250748331513e+01    1.3093682023825882865253334e+01
   1.5718851292454472101667307e-01    1.3037624767236122735880599e+01    1.3038572306807376222081984e+01
  -1.5195986803269700970986378e-01    1.2981929039814298576516194e+01    1.2982818391869551888362366e+01
  -4.5866323439905443137831753e-01    1.2918288433509012236299895e+01    1.2926428277522068910343478e+01
  -7.6270682634730002646961111e-01    1.2846789235292035868951643e+01    1.2869410062585313170302470e+01
  -1.0638787459737240048696094e+00    1.2767523737912611636602378e+01    1.2811771945531056360323419e+01
  -1.3619701293251429419228771e+00    1.2680590147166393322208933e+01    1.2753522223824576897754923e+01
  -1.6567753154508180202242329e+00    1.2586092484149967063444819e+01    1.2694669293268866283597163e+01
  -1.9480920123312179814689671e+00    1.2484140482595963206335909e+01    1.2635221647351503548861729e+01
  -2.2357214595385195288201885e+00    1.2374849481388206839937993e+01    1.2575187876594728919599220e+01
  -2.5194685874870086372823152e+00    1.2258340312360711976680250e+01    1.2514576667909366847197816e+01
  -2.7991421731347232437769890e+00    1.2134739183488463254434464e+01    1.2453396803953195259850872e+01
  -3.0745549920011754352344724e+00    1.2004177557582139002079202e+01    1.2391657162494370325589443e+01
  -3.3455239663695350849081933e+00    1.1866792026602864140727434e+01    1.2329366715780590624262913e+01
  -3.6118703095452300289025516e+00    1.1722724181717005365044315e+01    1.2266534529914590478938408e+01
  -3.8734196660468303008428848e+00    1.1572120479214799360079269e+01    1.2203169764236704963877855e+01
  -4.1300022476088553702311401e+00    1.1415132102420292525835066e+01    1.2139281670715138972127534e+01
  -4.3814529648801947558922620e+00    1.1251914819723534577633473e+01    1.2074879593344670425381082e+01
  -4.6276115547059832877607732e+00    1.1082628838869446497028548e+01    1.2009972967554467970785481e+01
  -4.8683227028848357065271557e+00    1.0907438657641087331739982e+01    1.1944571319625795879915131e+01
  -5.1034361622978394734673202e+00    1.0726512911078080136917379e+01    1.1878684266120302481795079e+01
  -5.3328068663099212898259793e+00    1.0540024215374113936150025e+01    1.1812321513319680832410086e+01
  -5.5562950373488053656956254e+00    1.0348149008600238119015557e+01    1.1745492856677453019642599e+01
  -5.7737662905712934247048906e+00    1.0151067388403404834207322e+01    1.1678208180283673911503683e+01
  -5.9850917325312780192803075e+00    9.9489629468323652616845720e+00    1.1610477456343369695446199e+01
  -6.1901480547685583388783925e+00    9.7420226024453846491724107e+00    1.1542310744669444844134887e+01
  -6.3888176222424366557106623e+00    9.5304364298566781599220121e+00    1.1473718192191004305868773e+01
  -6.5809885565387906680712149e+00    9.3143974868805035072227838e+00    1.1404710032477824555030566e+01
  -6.7665548137843902765098392e+00    9.0941016394338642925276872e+00    1.1335296585281852799198532e+01
  -6.9454162572070430314852274e+00    8.8697473843607852472814557e+00    1.1265488256096620744983738e+01
  -7.1174787242853616575644082e+00    8.6415356703425310058719333e+00    1.1195295535735406033950312e+01
  -7.2826540884368506922896813e+00    8.4096697170599927773082527e+00    1.1124728999929025974324759e+01
  -7.4408603151982690704357992e+00    8.1743548327756236915320187e+00    1.1053799308944173063196104e+01
  -7.5920215128573005358703085e+00    7.9357982305036189885072417e+00    1.0982517207223143174132929e+01
  -7.7360679774997889168730580e+00    7.6942088429381358949399328e+00    1.0910893523045904984769550e+01
  -7.8729362324420044672024233e+00    7.4497971363101456176991633e+00    1.0838939168215354413860041e+01
  -8.0025690620226477278720267e+00    7.2027749233444025023231916e+00    1.0766665137766707971422875e+01
  -8.1249155397345838025557896e+00    6.9533551754884417306357136e+00    1.0694082509701916094968510e+01
  -8.2399310506815037769001719e+00    6.7017518345860498385491155e+00    1.0621202444749966886661241e+01
  -8.3475773083500861559969053e+00    6.4481796241678885905912466e+00    1.0548036186154046589535938e+01
  -8.4478223656934048335642728e+00    6.1928538605319998211484744e+00    1.0474595059486347281563212e+01
  -8.5406406205267479947451648e+00    5.9359902637868948716004525e+00    1.0400890472491493454754163e+01
  -8.6260128152421025049534364e+00    5.6778047690297430705186343e+00    1.0326933914959360194529836e+01
  -8.7039260308530241871949329e+00    5.4185133378316461261192671e+00    1.0252736958628185348629813e+01
  -8.7743736753866805599955114e+00    5.1583317702016344696858141e+00    1.0178311257118751953498759e+01
  -8.8373554666451941130844716e+00    4.8974755172000792313724560e+00    1.0103668545900438502371799e+01
  -8.8928774093635389874634711e+00    4.6361594943715864758360112e+00    1.0028820642289907993927045e+01
  -8.9409517667964450993167702e+00    4.3745978961661950989991965e+00    9.9537794454831161061747480e+00
  -8.9815970267718672204182440e+00    4.1130040115166215386466320e+00    9.8785569366213135111820520e+00
  -9.0148378622536871063175568e+00    3.8515900407379795034046310e+00    9.8031651788916942535934140e+00
  -9.0407050864612834573108557e+00    3.5905669139147713408988238e+00    9.7276163176631484930112492e+00
